string,sectionName,label,citingPaperId,citedPaperId,excerpt_index,isKeyCitation,label2,citeEnd,citeStart,source,label_confidence,label2_confidence,id
"While all of the papers included outcomes, when it came to QOL assessment, 2 of the 38 used SF36 [3, 19, 39] others used FACT-BR [5, 22, 40], and 8 used a more basic patient functionality-oriented Karnofsky Performance Status (KPS) comparison [10, 13, 28, 32, 34, 36, 37], and less than half (15 of 38 papers) utilized any QOL instrument at all (FACT-BR, SF36, KPS Scale, or some other instrument).",Methods,0,31c40059729a9b967163a1d0ca043b7337398d4b,3232c84f5b970ff1d656e9955d8825eda4f9e293,0,False,3,271,243,4,0.0,0.0,31c40059729a9b967163a1d0ca043b7337398d4b>3232c84f5b970ff1d656e9955d8825eda4f9e293
"Although it is still not clear if an increased parasympathetic tone is due to the inflammatory state present in asthma or represents a pathophysiological mechanism by itself, the rationale for the application of cholinergic antagonists in asthma appears robust [16, 20] and the non-neuronal cholinergic represents a favorable target.",Background,1,9a9a66910c4615336c1f862450debb3d288a38f1,7074cf91dd47e9c03fac70cafbc2fdf39581f11e,0,False,3,269,261,4,0.7362,0.0,9a9a66910c4615336c1f862450debb3d288a38f1>7074cf91dd47e9c03fac70cafbc2fdf39581f11e
"Mycotoxins are of particular interest, because Aspergillus species produce some of the most important mycotoxins (Frisvad et al. 2007a).",INTRODUCTION,1,b853b28a9b4d7969341b77840292c78aa63998b1,7fb8c85ba1738dba2c5b2b193c4a1ef2a35ac2ff,2,False,3,134,114,4,1.0,0.0,b853b28a9b4d7969341b77840292c78aa63998b1>7fb8c85ba1738dba2c5b2b193c4a1ef2a35ac2ff
"The predicates p and q are interpreted in [112, 24] as first-order predicates.",3 Related Work,1,1140b4d267118df59afdcdbecf5ef00558219493,9983bc314c845a4265502072a7f2070b31d94f14,7,True,3,51,42,4,0.7668,0.0,1140b4d267118df59afdcdbecf5ef00558219493>9983bc314c845a4265502072a7f2070b31d94f14
"Compared with healthy controls, PD is more frequent in RA patients, both in those with new-onset and in those with long-standing disease, even when potential confounding factors such as smoking are taken into account [1-5].",Introduction,1,9889e6509ccfd7cb166b258c2487485fd0c4b145,fb70d25d466c3da340689424d944e8d278a3469f,3,True,3,222,217,4,1.0,0.0,9889e6509ccfd7cb166b258c2487485fd0c4b145>fb70d25d466c3da340689424d944e8d278a3469f
"Bentley and Haslam (1998, 1999, 2001) further explained that British postal workers adopted work practices involving AOL-related risk. Their study revealed that adopting risk-related work practices was especially linked to their work organisation, which effectively encouraged them to act less safely; to finish their working day earlier, they took shortcuts across more uneven ground and read addresses on envelopes whilst walking. During interviews, these postal workers stated that they were aware of the risks involved in their work practices, but they perceived them as more acceptable than the timewasting associated with a safer work practice. The present study found that work organisation impacted on the adoption of work practices involving greater risk. In the assembler-welder working situation, part supply problems linked to organisational deficiencies in the logistics sector obliged operators to adopt a work practice involving risk. Indeed, when available, parts could be prepared at the start of chassis assembly. Otherwise, operators had to climb more often onto, or down from, a template to collect parts (climbing down from templates being particularly unsafe). The impact of training received by operators in terms of both safety and ways of performing the required task has also been put forward by Bentley and Haslam (1998) and",,1,0b37ac4deff5ecdf1ea165551c454f30f2e2716e,5f1c1f1ae2bad91e1cfa45e29df8295430dc95fc,3,True,3,1348,0,4,1.0,0.0,0b37ac4deff5ecdf1ea165551c454f30f2e2716e>5f1c1f1ae2bad91e1cfa45e29df8295430dc95fc
"We studied 83 Zambian adults, chosen at random from a cohort study, who were fully representative of the population of a crowded shanty compound in Lusaka in which we previously analyzed small-intestinal architecture and function [18, 24].",METHODS,1,e8b98c4799f4095d14a3eaa75e0ad464e2715aa5,5b349d4294ba4387cbbb237f87727850700c6970,3,False,3,238,230,4,0.6013,0.0,e8b98c4799f4095d14a3eaa75e0ad464e2715aa5>5b349d4294ba4387cbbb237f87727850700c6970
"In addition, alcohol and smoking are major risk factors for CP, but additional risk factors appear to be necessary to specifically target the pancreas.(22,45,52) The mechanism underlying the pathology associated with CTRC G60G is unknown, but disruption of key regulator elements is likely.",,1,b399867c56c1512fdca33228f9bab117d7fe9607,05cdcdefc3cd70ad3d4f29350c95c2021f4c2753,3,False,3,161,151,4,1.0,0.0,b399867c56c1512fdca33228f9bab117d7fe9607>05cdcdefc3cd70ad3d4f29350c95c2021f4c2753
"…ow nloaded from
JPET #194308
10
MOP antagonist naltrexone (0.03 mg/kg) or the NOP antagonist J-113397 (0.1 mg/kg) was used based on previous studies, demonstrating that these dosing regimens produced selective, same degree of MOP versus NOP antagonism in monkeys (Ko et al., 2009; Hu et al., 2010).",Experimental Design,0,89093edc4707d9f8ab95dda8b094dc9bf2c5e67d,7599b18e60b84bd67ec640875071520932ab63f7,2,False,3,280,265,4,0.0,0.0,89093edc4707d9f8ab95dda8b094dc9bf2c5e67d>7599b18e60b84bd67ec640875071520932ab63f7
"Among these traits are strict seasonal breeding, cathemerality (equal activity during both day and night), low basal metabolic rates, a low degree of frugivory (a highly variable food source) for primates of their body size, female dominance, and a lack of sexual dimorphism (reviewed in Wright 1999). Given the costs of pregnancy and lactation in lemurs, females of many lemur species are 16 Anim Cogn (2012) 15:15–25",,1,1ebfdd5e4520b00fef2b7ed1c6769da34256b13b,6534758c49394c82858dd4db5268d2e0ac4f79b1,9,True,3,410,288,4,1.0,0.0,1ebfdd5e4520b00fef2b7ed1c6769da34256b13b>6534758c49394c82858dd4db5268d2e0ac4f79b1
"Recent progresses have identified several novel surface markers, which can distinguish LSCs from normal HSCs, such as CD44 [15], CD123 [16], CLL-1 [17], TIM-1 [18], CD96 [19], CD47 [20].",Identification of Leukemia Stem Cell Surface Markers,1,e213f171fcdac25f70387b0efd5f6bd07d9c13ca,d908d0d287065bad1a8e10ca0022f90b8689f18a,2,False,3,151,147,4,1.0,0.0,e213f171fcdac25f70387b0efd5f6bd07d9c13ca>d908d0d287065bad1a8e10ca0022f90b8689f18a
"39
Characterization of Streptomyces antibiotic inhibition and resistance
Streptomyces antibiotic inhibition and resistance profiles were determined using
10 standard reference isolates described in Davelos et al. (2004b).",Materials and Methods,0,cf82d977a64226a15cca9fc0eea7de1e0078ce29,efe167e81022b9fb2b41ea7de996515c26f94838,14,True,3,220,198,4,0.7426,0.0,cf82d977a64226a15cca9fc0eea7de1e0078ce29>efe167e81022b9fb2b41ea7de996515c26f94838
"Study protocol
 In a previous study (Ega√±a and Green 2005) we tested the eVect of body tilt angle on fatigue during calf exercise (as described in the previous section) that was performed at a high contractile force relative to the maximum (70 %MVC).",Methods,0,7f8184f58ce7d859c3127296af48e3ea3c45630e,44c9c24bd8b3a9bc667fbfa1b6474d6ea71446ea,0,False,3,56,36,4,0.0,0.0,7f8184f58ce7d859c3127296af48e3ea3c45630e>44c9c24bd8b3a9bc667fbfa1b6474d6ea71446ea
"This study included 92 consecutive parkinsonian patients referred to the Parkinson Centre Nijmegen, and who were diagnosed by movement disorder specialists according to established international diagnostic criteria for parkinsonian syndromes [8,14].",Methods,0,cf3074a4e89477ddf5535ac20dc94294cceab91b,e50231a10ad41ffa7cf3af47b3748d5aafeb333c,0,False,3,248,242,4,0.0,0.0,cf3074a4e89477ddf5535ac20dc94294cceab91b>e50231a10ad41ffa7cf3af47b3748d5aafeb333c
"Although PA interventions have demonstrated benefits for cancer survivors, including improvements in cardiovascular fitness [8], depression [9], fatigue [10], and quality of life [10, 11], few have focused on YACS [12–15].",,1,836f65fb34249aa5dda4b17f2b22ec869df3cf6a,298a83eb08ffb2eb3a0025493aeb5833a2946fd6,14,True,3,221,214,4,0.6076,0.0,836f65fb34249aa5dda4b17f2b22ec869df3cf6a>298a83eb08ffb2eb3a0025493aeb5833a2946fd6
"The role of IgG1 depends on its origin, being anaphylactic when induced by IL-4 and non-anaphylactic when induced by IL-12 or IFN-γ [60].",Discussion,1,b30e467e7a6e4ff6ebfd6ede33beea9cd29e55bd,7f00f15d6f7869b3eda6c5149a46a155f424cc70,0,True,3,136,132,4,0.7802,0.0,b30e467e7a6e4ff6ebfd6ede33beea9cd29e55bd>7f00f15d6f7869b3eda6c5149a46a155f424cc70
"Resistance to TB involves macrophages [2,4], dendritic cells (DC) [17,18], and T cells [18], and multiple studies in humans and mice have shown that maintenance of TB latency requires a Th1 T cell immune response and IFN-c, which is a signature cytokine of this response.",Introduction,1,9237db18530d0de2e0281e735c10570d7c235b36,14682fc8cc919fe557ea8881d3fcc94c2fba686d,0,False,3,73,66,4,0.7627,0.0,9237db18530d0de2e0281e735c10570d7c235b36>14682fc8cc919fe557ea8881d3fcc94c2fba686d
"Prevalence in brown rats ranged from 2 7% to 8 5% by culture (n = 3; number of animals: median = 256, range = 130–919) [82, 108, 117] but was considerably higher in three studies that used PCR to detect infection (10 0% to 4 7%; number of animals: median = 11, range = 10–96) [103, 118, 124].",Results,1,e10519e195451e84f58f81847b94c92f28b3450a,61440752d493b8fe39c0b2d6022dfbd31bd42c8f,8,False,3,291,276,4,0.6054,0.0,e10519e195451e84f58f81847b94c92f28b3450a>61440752d493b8fe39c0b2d6022dfbd31bd42c8f
We also compared our system with the state-of-the-art Czech NER system [11].,V. EXPERIMENTS AND RESULTS,2,88a87a17072d7670522bff791544ee8740edb705,13d3d20a17f9e837e4a5f768147b0708a3fe7579,3,True,0,75,71,4,0.7467,0.4831,88a87a17072d7670522bff791544ee8740edb705>13d3d20a17f9e837e4a5f768147b0708a3fe7579
"In autopsy series, it was found 5–86 % of cases overall (Bonvini et al. 2008; Canyigit et al. 2009; Ferreira et al. 1991; Lazoura et al. 2010; Mohlenkamp et al. 2002; Ozbag et al. 2002; Ozbag and Kervancioglu 2004).",Introduction,1,6ac4a33dcce8c8821ffd16c1f8d4d23a27f4a506,6186e70a6bc014d7d5b82a4649574ef25e7b7ec0,10,True,3,212,185,4,1.0,0.0,6ac4a33dcce8c8821ffd16c1f8d4d23a27f4a506>6186e70a6bc014d7d5b82a4649574ef25e7b7ec0
"Evidence for more prevalent chemolithotrophic associated activities, including ammonia oxidation, sulfur oxidation and CO2 fixation have all been reported in the mesopelagic at the NPSG (Karl et al., 1984; Ingalls et al., 2006; Hansman et al., 2009; Swan et al., 2011; Giovannoni and Vergin, 2012).",Results and discussion,1,8590ada6c6dbcc49f34233cd2d667a92d6814d49,14972b8536220a436eb34356da1ce5d66d842443,16,False,3,267,250,4,0.7445,0.0,8590ada6c6dbcc49f34233cd2d667a92d6814d49>14972b8536220a436eb34356da1ce5d66d842443
"In our cannulated mesenteric arteries, inhibition of NOS significantly reduced the vasodilation induced by ACh in young, adult and aged rats, indicating that NO plays a predominant role in vasorelaxation of young, adult (Fujii et al. 1993) and aged vessels.",Discussion,0,4a228b0bbbac4797a496e8d10010f2487feccb88,ff6fa12fa45ac7e4726800c81953f592c3d8f1c1,0,False,3,238,221,4,1.0,0.0,4a228b0bbbac4797a496e8d10010f2487feccb88>ff6fa12fa45ac7e4726800c81953f592c3d8f1c1
"Several studies have focused on the fabrication techniques that create a gradient in pore size along the tube wall [12], combining multiple manufacturing methods in order to increase the level of manipulation in scaffold micro-structures [13].",1. Introduction,0,39a72ec7324c20475ddc0f2b123e22e761168f51,de87ec6d9526a0d619f3306ac9c7822d30009d0f,1,False,3,242,238,4,1.0,0.0,39a72ec7324c20475ddc0f2b123e22e761168f51>de87ec6d9526a0d619f3306ac9c7822d30009d0f
"The concordance rates between the two methods in ART-experienced and ART-naive patients were 98.54% (1,353/ 1,373) (95% CI, 97.76% to 99.05",RESULTS,1,b0ef04aeddd775ffab38feacc013d01060bb8c64,15f5d96d66a7a0960ea326dd6d34d3b8bffed4e2,4,True,3,52,49,2,0.0,0.0,b0ef04aeddd775ffab38feacc013d01060bb8c64>15f5d96d66a7a0960ea326dd6d34d3b8bffed4e2
"…general anesthesia and (Liley and Bojak, 2005) model the proconvulsive properties of several volatile anesthetic agents, most modeling efforts aim at understanding the dynamical mechanisms underlying bi-phasic responses (Bojak and Liley, 2005; Hutt and Longtin, 2010; Steyn-Ross et al., 1999).",Introduction,1,bb21e98f4b1b7bc5a2e89fda1139d98763d78bab,c14be2a7007e022da13889d804a540d0c0c34264,7,True,3,267,245,4,1.0,0.0,bb21e98f4b1b7bc5a2e89fda1139d98763d78bab>c14be2a7007e022da13889d804a540d0c0c34264
"Responses to ILD horizontal position cues were probed with broad-spectrum noise (see Materials and Methods) within the physiological range determined from the measurements of acoustic directional transfer functions (Koka et al., 2008).",Results,1,7ec102746b50af4549ff328e649f7c9c875bcd2f,3da8310618b8d9488ab6d6ee10bfcce927a47891,0,False,3,233,216,4,0.7327,0.0,7ec102746b50af4549ff328e649f7c9c875bcd2f>3da8310618b8d9488ab6d6ee10bfcce927a47891
"…highly diverse gene cassettes (VAR; Vibrio anguillarum repeats), mostly of unknown function, but among others toxin/antitoxin cassettes and genes involved in substrate modification or interactions with virulence factors and DNA modification, similar to in Vibrio cholera (Rowe-Magnus et al. 2003).",Results and Discussion,1,e397527a7732117ef7f71d195c7ea8b7929a494c,26ff9b67b4ec18c6deb2b46fe9e73139d5ede638,1,False,3,296,273,4,0.0,0.0,e397527a7732117ef7f71d195c7ea8b7929a494c>26ff9b67b4ec18c6deb2b46fe9e73139d5ede638
"Other cross-linking experiments and RNA protection studies with functional elongation complexes suggest that NusA likely makes contacts near the RNA exit channel, around the β-flap domain (41, 71, 126, 138); conceivably, an extended conformation of the NusA protein contacts both regions, not unlike the wide reach of σ70.",NusA,1,e06c8966e57806d20fc9329f16636b2fac2469b8,e4675af68d613dc95ae1c192ed154307a0d3d7be,3,False,3,206,188,4,1.0,0.0,e06c8966e57806d20fc9329f16636b2fac2469b8>e4675af68d613dc95ae1c192ed154307a0d3d7be
"However, the contribution of the reductase systems in human red blood cells (RBCs) remains u nclear [4,5].",1. Introduction,1,87f64a699e4b80451d69d33b2907c8bb90cbbe71,4204953d7fbf3ddefd60912ce35a3cda824c7fbe,0,False,3,105,100,4,1.0,0.0,87f64a699e4b80451d69d33b2907c8bb90cbbe71>4204953d7fbf3ddefd60912ce35a3cda824c7fbe
"This confirms and extends the results of Connelly et al. (2005) and the work of Berninger (1999), among others.",DISCUSSION,2,c59ddc8188018f5a7ae68ec962f695689f527a39,None,0,False,1,96,80,4,0.0,0.0,c59ddc8188018f5a7ae68ec962f695689f527a39>None
BRIS- CPBD JNB LPC S3 BIQI Metri- Ours QUE[17] [19] [11] [14] [26] [18] cQ[30],,1,22969ef928fd23237655dcf226a8dc76a5b971b0,38de7a68dd401e3b89e62a48763d9aa92897b88c,6,True,3,61,57,4,0.6095,0.0,22969ef928fd23237655dcf226a8dc76a5b971b0>38de7a68dd401e3b89e62a48763d9aa92897b88c
"Indeed, in some studies of MOPr signaling outputs, the endomorphins seem to be partial agonists (e.g., Saidak et al., 2006).",Discussion,1,ec7901420ed828aa7dff1ad09960f6e013aadcff,3e2f7f3bb9ca9834b0db52bc4ac53ae61bfae16a,3,True,3,122,103,4,1.0,0.0,ec7901420ed828aa7dff1ad09960f6e013aadcff>3e2f7f3bb9ca9834b0db52bc4ac53ae61bfae16a
"[13] have collected a large data set of iris images, intentionally sampling a range of quality broader than that used by current commercial iris recognition systems.",2 Methods,1,3ea1f4960d78101aeae7fc604862ba478e3d11b9,85c158797e0819f8f33c9832e3c1e392c2071415,0,False,3,4,0,4,0.7415,0.0,3ea1f4960d78101aeae7fc604862ba478e3d11b9>85c158797e0819f8f33c9832e3c1e392c2071415
Comorbid anxiety and depression symptoms were also assessed using the child version of the CAPA [37] for children aged 12 years and over; these were endorsed if either parent or child reported their presence.,Methods,0,b6c89a65a610f504af60779d60e2895d06c72bc8,27b1434f3efcafa70d0d90cf6a5898809cb73297,0,False,3,100,96,4,0.0,0.0,b6c89a65a610f504af60779d60e2895d06c72bc8>27b1434f3efcafa70d0d90cf6a5898809cb73297
"flocus and cerebellum dorsal vermis are involved in it (Kuicken et al., 2001-2002; Lee et al., 2006; Parker et al., 2009).",2. Mechanism of Action,1,7c9eedc102d73eeffb07410efeaa590c0b04c1fe,cf6b7a930c422ee1e7ea96c01be20770f2d937d1,0,True,3,121,55,4,1.0,0.0,7c9eedc102d73eeffb07410efeaa590c0b04c1fe>cf6b7a930c422ee1e7ea96c01be20770f2d937d1
Curcumin is a naturally occurring polyphenolic phytochemical that is derived from the root of the turmeric plant Curcuna longa and is responsible for the spicy taste of curries [15].,Introduction,1,2b1fe96e037511c3fc0956d061a97cb3bb988c7a,efa1771bef9c27546d4b60294100c7bca7018105,0,False,3,181,177,4,1.0,0.0,2b1fe96e037511c3fc0956d061a97cb3bb988c7a>efa1771bef9c27546d4b60294100c7bca7018105
"In line with past studies (e.g., Anderson et al., 1998; Craik et al., 1996) results of the current study showed that secondary task performance i.",Discussion,2,95746f1690aac138821596f863097e851d462976,a7a252d73ff0f63ae9d444cded332c8c41552e28,5,True,0,75,26,4,1.0,1.0,95746f1690aac138821596f863097e851d462976>a7a252d73ff0f63ae9d444cded332c8c41552e28
"be involved in protein binding (especially of albumin) in other epithelia (Kopp et al., 1992; Blazejewski et al., 1997), could perform this function at the blood–CSF interface.",Introduction,1,c20db8a8cd0649dd3644a897404c8d5100b7c707,76ae742914fa618d9008cc1c664475928843a279,7,True,3,119,74,4,0.7597,0.0,c20db8a8cd0649dd3644a897404c8d5100b7c707>76ae742914fa618d9008cc1c664475928843a279
1 is involved in other autophagy-regulated processes in addition to aggrephagy (26).,RESULTS,1,fa433ab09d7dc26f36f34a2d0364034ce18a3e36,cf06ac7ff09cf23b3b339e83d9561a8fe8a4b5e2,0,False,3,83,79,4,0.7308,0.0,fa433ab09d7dc26f36f34a2d0364034ce18a3e36>cf06ac7ff09cf23b3b339e83d9561a8fe8a4b5e2
"…do not donate electrons to the respiratory chain, yet in bacteria they are membrane-bound enzymes transferring their electrons directly to ubiquinol (Barnes and Kaback 1970; Lascelles 1978; Doig et al. 1999; Modun and Williams 1999; Dym et al. 2000; Delgado et al. 2001; Fuller et al. 2011).",DISCUSSION,1,b98b42d4f58eb23e9d12cf554224a2dbe7f2ad23,b4b6700987b4de647dd0b7d8cb8e57f7abbf26d8,1,False,3,249,234,4,1.0,0.0,b98b42d4f58eb23e9d12cf554224a2dbe7f2ad23>b4b6700987b4de647dd0b7d8cb8e57f7abbf26d8
"Solutions to the PnP or PnL problem cover only single-view perspective cameras, hence new methods are needed to efficiently deal with the multiview PnP (NPnP) problem [3, 8, 11, 12].",1. Introduction,0,3519a9fb317c4df1b30b5dc090cc083afab9f2b1,7f185882e50d73615d92eedecb037d2e878a3b84,3,True,3,181,167,4,0.6114,0.0,3519a9fb317c4df1b30b5dc090cc083afab9f2b1>7f185882e50d73615d92eedecb037d2e878a3b84
"Several pro-survival signaling pathways converge at the step of GSK-3β phosphorylation at Ser9, which inactivates this kinase, and inactivation of GSK-3β has been shown to increasemyocardial resistance to infarction [11,12].",1. Introduction,1,15b310c25310254d7e8951d481121e9b4af2c7ab,cd726770e6d1b4610ab307b434d34d8e092b6d54,0,False,3,223,216,4,1.0,0.0,15b310c25310254d7e8951d481121e9b4af2c7ab>cd726770e6d1b4610ab307b434d34d8e092b6d54
We can calculate the fold-preferential p-value of a particular motif ω to occur by chance in a particular SCOP Fold by using a hypergeometric distribution [15]:,3. Methods,0,71f866606d4da2e8d50330a84539304322708d41,8d838a0149814012028afd883fb7dc7a51daa078,0,False,3,159,155,4,1.0,0.0,71f866606d4da2e8d50330a84539304322708d41>8d838a0149814012028afd883fb7dc7a51daa078
"%) individuals with psoriatic arthritis had CD (the Swedish study used no controls; Lindqvist et al., 2002).",DISCUSSION,1,32f1eae0b439b4138030464580776428020f3998,8425e35c51e6325d19c108ff6a43812a6e417296,0,False,3,106,84,4,1.0,0.0,32f1eae0b439b4138030464580776428020f3998>8425e35c51e6325d19c108ff6a43812a6e417296
"Data concerning the effects of AZD1152-HQPA on apoptosis are scant, although our analysis seems to be in disagreement with the results of Oke et al (2009), who reported that the Aurora B kinase inhibitor induced a strong increase in an Annexin V-positive cell fraction in studies in primary AML‚Ä¶",DISCUSSION,2,2f97ea9b60e76dbcaa7d2778a6bc4c6030f1febb,7f1299ea62278a474a7b5d4c2ab6608f907616bb,0,False,0,154,138,4,0.0,0.0,2f97ea9b60e76dbcaa7d2778a6bc4c6030f1febb>7f1299ea62278a474a7b5d4c2ab6608f907616bb
"…cloning of the GABAB(1) gene, a second, structurally similar,
member of the GABAB receptor family: the GABAB(2) subunit was described concomitantly by a number of research groups (Jones et al. 1998; Kaupmann et al. 1998a; Kuner et al. 1999;
Martin et al. 1999; Ng et al. 1999; White et al. 1998).",Discovery and Structure of the GABAB Receptor B,1,4dce430c34595c89fc878bd0c47f64f4ef2feb47,b04f0343c6feff16f8d846c2ca840f5416c2d7fc,0,True,3,221,200,4,1.0,0.0,4dce430c34595c89fc878bd0c47f64f4ef2feb47>b04f0343c6feff16f8d846c2ca840f5416c2d7fc
"Interestingly, sildenafil did not change the plasma lipid profile in the treated animals, which was consistent with similar results found elsewhere [21], although it improved the endothelial function.",Discussion,2,320cae4955eb8cf09b434981eea48a6003dfbf93,007c4ee9f1cb8aa447c053e9193a70bc7a05fa5a,0,False,1,152,148,4,0.0,0.0,320cae4955eb8cf09b434981eea48a6003dfbf93>007c4ee9f1cb8aa447c053e9193a70bc7a05fa5a
"The mixing times for various mixers are listed in Table III; these times were obtained from lab experiments 
[Paik et al. 2003].",,0,84704ad017343033104d1b5cf157319b21197cc7,cc9d3475ba1301310a2d538e95f582535e7246ab,1,False,3,125,109,4,1.0,0.0,84704ad017343033104d1b5cf157319b21197cc7>cc9d3475ba1301310a2d538e95f582535e7246ab
"2D), associated with the unchanged total creatine content previously reported in aged muscles by other investigators (Ermini & Verzar, 1968; Dudley & Fleck, 1984; Conley
et al., 2000), clearly demonstrates that the decrease in energy-supply elasticity in aged rats arises from alteration(s) located…",Results,1,9ea2ce57d0aec8b72cbc8a5d90c499db48bd165a,8f666fd8808fc2be0579c9b4012a6c65acaf662d,0,False,3,139,118,4,1.0,0.0,9ea2ce57d0aec8b72cbc8a5d90c499db48bd165a>8f666fd8808fc2be0579c9b4012a6c65acaf662d
"elegans ventral nerve cord [17,18], as well as in early chick spinal cord, where electroporated mouse Ebf1 promotes expression of numerous neuronal markers [15].",Background,1,591b38bb076a6d507fc608705b1c1936ef92e1ee,196b889f81e2b36b541407019f47b05fb1f0cd59,6,True,3,34,27,4,1.0,0.0,591b38bb076a6d507fc608705b1c1936ef92e1ee>196b889f81e2b36b541407019f47b05fb1f0cd59
"…et al. (2005) examined the plasticity of infants’ discrimination of monkey faces by providing 6-month-olds with folders containing pictures of six unfamiliar monkey faces where parents were asked to show these pictures to their infant for 1–2 min each day (see Pascalis et al., 2005, p. 5298).",,1,6f68ccd37718366c40ae6aeedf0b935bf560b215,60ed4bdabf92b2fbd6162dbd8979888cccca55d7,16,True,3,281,260,4,0.7487,0.0,6f68ccd37718366c40ae6aeedf0b935bf560b215>60ed4bdabf92b2fbd6162dbd8979888cccca55d7
"…myocardial infarction, left ventricular dysfunction, myocardial stunning, paroxysmal AV blockade, as well as exercise induced
ventricular tachycardia and sudden cardiac death (Canyigit et al. 2009; Ferreira et al. 1991; Lazoura et al. 2010; Ozbag and Kervancioglu 2004; Santos et al. 2007).",Discussion,1,6ac4a33dcce8c8821ffd16c1f8d4d23a27f4a506,6186e70a6bc014d7d5b82a4649574ef25e7b7ec0,1,True,3,269,242,4,1.0,0.0,6ac4a33dcce8c8821ffd16c1f8d4d23a27f4a506>6186e70a6bc014d7d5b82a4649574ef25e7b7ec0
Recent publications have revealed that the use of related types of e-crystallization growth cells applied to proteins by using direct current (DC) made crystals grow better oriented to the cathode (when the protein molecule was positively charged) compared to those crystals grown on the anode (when the protein molecule was negatively charged) showing also high crystal quality [16–20].,2. Results and Discussion,1,a6658faa7810e4f627499c85467411ab9a6f6ad0,e95353d3a3e25e81f342a47ae010f35ed93891bc,0,False,3,386,379,4,0.6194,0.0,a6658faa7810e4f627499c85467411ab9a6f6ad0>e95353d3a3e25e81f342a47ae010f35ed93891bc
"To avoid the need for MDS computation, one can further utilise simpler features such as a single colour for an image, expressed in terms of hue and lightness [9, 7].",,0,ffdddf8a39bd1b0dd65cfb0e090ee6337d5b2350,9714062de869e00c2ab31289b049b2f21c11e5fd,1,False,3,164,158,4,1.0,0.0,ffdddf8a39bd1b0dd65cfb0e090ee6337d5b2350>9714062de869e00c2ab31289b049b2f21c11e5fd
"The model (Rohrer and Berresheim, 2006; Hofzumahaus et al., 2009) was based on the Regional Atmospheric Chemical Mechanism (RACM) (Stockwell et al., 1997) upgraded with an5 improved isoprene chemistry (Karl et al., 2006).",4 Model calculations,0,29cd81b4d95c3c99d2d27629e2acf0f5e3c2ec17,549965db135e62ba1de843f6aa68d5b04bf3e850,1,False,3,38,11,4,1.0,0.0,29cd81b4d95c3c99d2d27629e2acf0f5e3c2ec17>549965db135e62ba1de843f6aa68d5b04bf3e850
"medically unsafe, but about their marketing potentially overstating product effectiveness and exploiting existing sociocultural biases (Karnani, 2007; Agarwal and Roy, 2012).",EMPIRICAL CONTEXT: SKIN WHITENING PRODUCTS IN INDIA,1,2594d5a4fe56fd16b141fc870ffa202daee78435,14ae303b271f189e54ef5089b7b2d9dd22d54ce0,11,True,3,173,135,4,0.7379,0.0,2594d5a4fe56fd16b141fc870ffa202daee78435>14ae303b271f189e54ef5089b7b2d9dd22d54ce0
"The prevalence of disturbed behaviors or emotional maladaptations in different groups of children with CP have been reported to be from 30-80% (Denhoff & Holden, 1954; Graham & Rutter, 1968b; Hourcade & Parette, 1984; McDonald, 1987; Rosenbloom, 1971; Storrow & Jones, 1960).",,1,18eea59972f7d6e937d98ccc2424d81be2129998,42e317c43d6fdd27a726deb6f6489c823a1c1642,0,True,3,190,168,4,1.0,0.0,18eea59972f7d6e937d98ccc2424d81be2129998>42e317c43d6fdd27a726deb6f6489c823a1c1642
"These observations are in agreement with the theory developed by Gov et al. (2009) where mobile components and breakage of the band 3-ankyrin anchors lead to vesiculation and morphology changes (Satchwell et al., 2016).",DISCUSSION,2,8dcf47fd084fd0f1d36e7182f6a05b90d9bf81e9,bbb4ecbbe67d51a8fb7deea0324de1ec9fc57660,0,False,1,82,65,4,0.0,0.0,8dcf47fd084fd0f1d36e7182f6a05b90d9bf81e9>bbb4ecbbe67d51a8fb7deea0324de1ec9fc57660
"(Reed and Lardy 1972) decreased diosgenin pro-
duction in T. foenum-graecum seedlings, as compared to the control.",Results and discussion,1,3c3df630c2d5fb2b331495151d523dec6e92d864,0bba94a20b2ea55cef9811ce14a31c8a6c285e5d,0,False,3,20,1,4,1.0,0.0,3c3df630c2d5fb2b331495151d523dec6e92d864>0bba94a20b2ea55cef9811ce14a31c8a6c285e5d
"The activity of hCG is initiated by binding of hCG to its transmembrane glycoprotein receptor, which is a member of the G protein-coupled receptor superfamily [35].",Discussion,1,fe09d358e64e70c0bbace71fdcdddbab4a96f9d3,be86aa7bcb95998686d824a38fafea0f72e31574,0,False,3,163,159,4,1.0,0.0,fe09d358e64e70c0bbace71fdcdddbab4a96f9d3>be86aa7bcb95998686d824a38fafea0f72e31574
"Not surprisingly, strong expression of Bcl-2 has been shown to be a consistent feature of EBV-associated PTLD (19, 20).",DISCUSSION,1,ef57c3dab8aaaced5f2238895daa29394d19d64f,2a38b64f3ae2dce7fb72103698df909012c36156,0,False,3,118,110,4,1.0,0.0,ef57c3dab8aaaced5f2238895daa29394d19d64f>2a38b64f3ae2dce7fb72103698df909012c36156
