Title,Author,Description,Article_Link,Cited_by,All_versions,Related_articles_Link
"Software function, source lines of code, and development effort prediction: a software science validation","AJ Albrecht, JE Gaffney - IEEE transactions on software …, 1983 - ieeexplore.ieee.org","… ""function"" the software isto perform, in terms of the data it is to use (absorb) and to … data flow 
representative of a program (the ""function points"" metric) and Halstead's [2] ""software science…",https://ieeexplore.ieee.org/abstract/document/1703110/,2324,12,"https://scholar.google.com/scholar?q=related:J1wvx6upcRQJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Data security and privacy protection issues in cloud computing,"D Chen, H Zhao - … conference on computer science and …, 2012 - ieeexplore.ieee.org","… sharing, especially when shared with a third party, the data owners need to consider … data, 
in addition to authorization of data, sharing granularity (all the data or partial data) and data …",https://ieeexplore.ieee.org/abstract/document/6187862/,1068,6,"https://scholar.google.com/scholar?q=related:UfAOEVRgwX4J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Inference to the best explanation,"P Lipton - A Companion to the Philosophy of Science, 2017 - Wiley Online Library","… are likely to concern more specific aspects of scientists' inductive practices. For example, … 
for scientists to put greater weight on data that a hypothesis correctly predicts than on data that …",https://onlinelibrary.wiley.com/doi/abs/10.1002/9781405164481.ch29,3756,14,"https://scholar.google.com/scholar?q=related:ZhDWxtCvv0YJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Pattern recognition using neural networks: theory and algorithms for engineers and scientists,CG Looney - 1997 - dl.acm.org,"… This book is intended for scientists, engineers, and graduate students with backgrounds in 
… efficiency of the classification of temporal patterns and data series. It includes an analysis of …",https://dl.acm.org/doi/abs/10.5555/262331,1056,2,"https://scholar.google.com/scholar?q=related:5_tt3-t8-GkJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Genetic and physiological data implicating the new human gene G72 and the gene for d-amino acid oxidase in schizophrenia,"I Chumakov, M Blumenfeld… - … of Sciences, 2002 - National Acad Sciences","A map of 191 single-nucleotide polymorphism (SNPs) was built across a 5-Mb segment 
from chromosome 13q34 that has been genetically linked to schizophrenia. DNA from 213 …",https://www.pnas.org/doi/abs/10.1073/pnas.182412499,1070,17,"https://scholar.google.com/scholar?q=related:zXjyakfDXccJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Coupled two-way clustering analysis of gene microarray data,"G Getz, E Levine, E Domany - … Academy of Sciences, 2000 - National Acad Sciences","… a large body of experimental data. The method was applied to two gene microarray data 
sets, on colon cancer and leukemia. By identifying relevant subsets of the data and focusing on …",https://www.pnas.org/doi/abs/10.1073/pnas.210134797,1114,19,"https://scholar.google.com/scholar?q=related:niOL6KzEAZEJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
The spectral image processing system (SIPS)—interactive visualization and analysis of imaging spectrometer data,"FA Kruse, AB Lefkoff, JW Boardman… - Remote sensing of …, 1993 - Elsevier","… high spectral resolution and spatial data presentation unique to imaging spectrometers. It 
streamlines analysis of these data by allowing scientists to rapidly interact with entire datasets. …",https://www.sciencedirect.com/science/article/pii/003442579390013N,3564,15,"https://scholar.google.com/scholar?q=related:xkyiX5Ae0a8J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"[BOOK][B] Statistics for high-dimensional data: methods, theory and applications","P Bühlmann, S Van De Geer - 2011 - books.google.com","… more applications involving complex data. For example, the … We present the methods and 
their potential for data analysis … and implications to real data problems. The mathematical …",https://books.google.com/books?hl=en&lr=&id=S6jYXmh988UC&oi=fnd&pg=PR3&dq=Data+Science&ots=VN97-1CkXw&sig=IzT_Qg_NWBxOimh2D45DW3ikurY,3209,7,"https://scholar.google.com/scholar?q=related:a_o-kYMMXVYJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
A physicoempirical model to predict the soil moisture characteristic from particle‐size distribution and bulk density data,"LM Arya, JF Paris - Soil Science Society of America Journal, 1981 - Wiley Online Library","… represented in laboratory pro cedures, laboratory data may not always agree with field data. 
The disagreement between the two types of data appears more pronounced at high water …",https://acsess.onlinelibrary.wiley.com/doi/abs/10.2136/sssaj1981.03615995004500060004x,1711,7,"https://scholar.google.com/scholar?q=related:EvYy2hRPdcQJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Using luminosity data as a proxy for economic statistics,"X Chen, WD Nordhaus - … the National Academy of Sciences, 2011 - National Acad Sciences","… to the global data, we examined output and luminosity data for US … data constructed with a 
uniform and high-quality methodology. They are less accurate than the US national data but in …",https://www.pnas.org/doi/abs/10.1073/pnas.1017031108,1180,23,"https://scholar.google.com/scholar?q=related:QxOOQLjfsdkJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Enhancing the quality of argumentation in school science,"J Osborne, S Erduran, S Simon - Journal of research in science …, 2004 - Wiley Online Library","… 1) how evidence is used in science for the construction of … data and the theories that science 
has constructed; and (2) the development of an understanding of the criteria used in science …",https://onlinelibrary.wiley.com/doi/abs/10.1002/tea.20035,2369,22,"https://scholar.google.com/scholar?q=related:5pyeaPQcjtIJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
From data mining to knowledge discovery in databases,"U Fayyad, G Piatetsky-Shapiro, P Smyth - AI magazine, 1996 - ojs.aaai.org","… Data mining and knowledge discovery in databases have been attracting a significant … This 
article provides an overview of this emerging field, clarifying how data mining and knowledge …",https://ojs.aaai.org/index.php/aimagazine/article/view/1230,12702,46,"https://scholar.google.com/scholar?q=related:g6Ky4_bMycAJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Size and shape spaces for landmark data in two dimensions,"FL Bookstein - Statistical science, 1986 - projecteuclid.org","… All the geometric data analyzed in this essay will be discrete landmark locations in the plane 
of a photograph, diagram, or digitizing tablet: two-dimensional Cartesian coordinate pairs of …",https://projecteuclid.org/journals/statistical-science/volume-1/issue-2/Size-and-Shape-Spaces-for-Landmark-Data-in-Two-Dimensions/10.1214/ss/1177013696.short,942,8,"https://scholar.google.com/scholar?q=related:g4x1w0JtZcoJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
The teaching of science as inquiry,"JJ Schwab - Bulletin of the Atomic Scientists, 1958 - Taylor & Francis","… , of the vastly increased rate at which data are nowadays accumulated and processed. But 
… which the scientist defines the subject matter of his inquiry and discriminates the data he will …",https://www.tandfonline.com/doi/pdf/10.1080/00963402.1958.11453895,1364,4,"https://scholar.google.com/scholar?q=related:JvpV4jiZVjwJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Workflows for e-Science: scientific workflows for grids,"IJ Taylor, E Deelman, DB Gannon, M Shields - 2007 - Springer","… Scientific Workflow has seen massive growth in recent years as science becomes increasingly 
reliant on the analysis of massive data sets and the use of distributed resources. The …",https://link.springer.com/book/10.1007/978-1-84628-757-2,988,4,"https://scholar.google.com/scholar?q=related:4C1MK29ztnsJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Administrative science as socially constructed truth,"WG Astley - Administrative science quarterly, 1985 - JSTOR","… dominates administrative science, assumes that knowledge grows linearly as new data are 
added … This paper, in contrast, argues that variety in the language of administrative science is …",https://www.jstor.org/stable/2392694,988,9,"https://scholar.google.com/scholar?q=related:hNbLWEC5O3EJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Nonlinear dimensionality reduction by locally linear embedding,"ST Roweis, LK Saul - science, 2000 - science.org","… science depend on exploratory data analysis and visualization. The need to analyze large 
amounts of multivariate data … representations of high-dimensional data. Here, we introduce …",https://www.science.org/doi/abs/10.1126/science.290.5500.2323,17658,76,"https://scholar.google.com/scholar?q=related:qvWNFkTCe-cJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Modeling dynamics in time-series–cross-section political economy data,"N Beck, JN Katz - Annual Review of Political Science, 2011 - annualreviews.org","… (TSCS) data are perhaps the most commonly used data in comparative politics (… data; here 
we focus on some important ones related to the dynamic (time-series) properties of the data. …",https://www.annualreviews.org/doi/abs/10.1146/annurev-polisci-071510-103222,936,18,"https://scholar.google.com/scholar?q=related:yj7H5R3M8y0J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Thermodynamics in materials science,R DeHoff - 2006 - books.google.com,"… in Materials Science, Second Edition is a clear presentation of how thermodynamic data 
is … -making process for many materials science and engineering applications. This primary …",https://books.google.com/books?hl=en&lr=&id=-uOEiGJDmxIC&oi=fnd&pg=PP1&dq=Data+Science&ots=Q41tJNEa40&sig=mpxH6-gyRSkLwfm_sN9qXHtWAeY,771,4,"https://scholar.google.com/scholar?q=related:Qz9h92uiZr8J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"Pegasus, a workflow management system for science automation","E Deelman, K Vahi, G Juve, M Rynge… - Future Generation …, 2015 - Elsevier","… and data needs of today’s science applications, the growing … clouds need to be delivered 
to the scientist’s desktop in an … been to work closely with domain scientists—both in large …",https://www.sciencedirect.com/science/article/pii/S0167739X14002015,860,14,"https://scholar.google.com/scholar?q=related:tlPRirNt3CAJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
On estimating regression,"EA Nadaraya - Theory of Probability & Its Applications, 1964 - SIAM","… the regression line on the basis of sampling data when the sample size increases unboundedly. 
… Eskişehir Technical University Journal of Science and Technology A - Applied Sciences …",https://epubs.siam.org/doi/abs/10.1137/1109020,4791,8,"https://scholar.google.com/scholar?q=related:AD6ynsBpXSkJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
The effects of online user reviews on movie box office performance: Accounting for sequential rollout and aggregation across local markets,"PK Chintagunta, S Gopinath… - … science, 2010 - pubsonline.informs.org","… data for 148 movies released in the United States during a 16-month period (out of the 874 
movies released) along with user review data … controls in the national data model, we attempt …",https://pubsonline.informs.org/doi/abs/10.1287/mksc.1100.0572,1170,8,"https://scholar.google.com/scholar?q=related:PxoUdOeghNsJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Adaptive spatial binning of integral-field spectroscopic data using Voronoi tessellations,"M Cappellari, Y Copin - Monthly Notices of the Royal …, 2003 - academic.oup.com","… common practice for the analysis of 2D data too (in particular spectral data). This method 
is being used systematically in the analysis of the IFS data obtained by the SAURON project. …",https://academic.oup.com/mnras/article-abstract/342/2/345/1026708,1229,11,"https://scholar.google.com/scholar?q=related:iHtczXMBBbMJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Probability and computing: Randomization and probabilistic techniques in algorithms and data analysis,"M Mitzenmacher, E Upfal - 2017 - books.google.com","… science, rising with the growing importance of massive data analysis, machine learning, and 
data … The ability in recent years to create, collect, and store massive data sets, such as the …",https://books.google.com/books?hl=en&lr=&id=E9UlDwAAQBAJ&oi=fnd&pg=PR15&dq=Data+Science&ots=Bf4_5z-qNg&sig=NN4DmLUtNSK1mD6HH6uA4jFYTkU,3923,5,"https://scholar.google.com/scholar?q=related:oblWDvpouZcJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Introduction to data envelopment analysis and its uses: with DEA-solver software and references,"WW Cooper, LM Seiford, K Tone - 2006 - books.google.com","Recent years have seen a great variety of applications of DEA (Data Envelopment Analysis) 
for use in evaluating the performances of many different kinds of entities engaged in many …",https://books.google.com/books?hl=en&lr=&id=kYzCRuIhTzkC&oi=fnd&pg=PA1&dq=Data+Science&ots=nLRNUx7CQx&sig=C2rVIeTWYE7Fl7TTtPHRxOQYjNg,2038,5,"https://scholar.google.com/scholar?q=related:neGL-caNHDQJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
A superiority measure of cultivar performance for cultivar× location data,"CS Lin, MR Binns - Canadian journal of plant science, 1988 - cdnsciencepub.com","A measure of cultivar general superiority for cultivar × location data is defined as the distance 
mean square between the cultivar’s response and the maximum response averaged over …",https://cdnsciencepub.com/doi/abs/10.4141/cjps88-018,1090,7,"https://scholar.google.com/scholar?q=related:TKRUB09XspoJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Top 10 algorithms in data mining,"X Wu, V Kumar, J Ross Quinlan, J Ghosh… - … and information systems, 2008 - Springer","… the top 10 data mining algorithms identified by the IEEE International Conference on Data 
Mining (… These top 10 algorithms are among the most influential data mining algorithms in the …",https://link.springer.com/article/10.1007/s10115-007-0114-2,6908,92,"https://scholar.google.com/scholar?q=related:RoUqiBUlQvoJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"[BOOK][B] Latent class and latent transition analysis: With applications in the social, behavioral, and health sciences","LM Collins, ST Lanza - 2009 - books.google.com","… Latent classes in the pubertal development data The role of item-response probabilities in 
… An initial look at the data 2.4.2 LCA of the health risk behavior data LCA: Model and notation …",https://books.google.com/books?hl=en&lr=&id=jLhqDwAAQBAJ&oi=fnd&pg=PR17&dq=Data+Science&ots=NsMpTCDr5q&sig=Ml3twvq5WY_S593m3OWxTvGEFzA,4294,5,"https://scholar.google.com/scholar?q=related:2uIacNxPhM4J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"The MID3 data set, 1993—2001: Procedures, coding rules, and description","F Ghosn, G Palmer, SA Bremer - … and peace science, 2004 - journals.sagepub.com","… Among those data sets is the Militarized Interstate Dispute (MID) data. In this paper we first 
outline the data-collection process for the MID3 data. Second, we introduce two new data sets …",https://journals.sagepub.com/doi/pdf/10.1080/07388940490463861,1133,9,"https://scholar.google.com/scholar?q=related:xOh_0j72AEYJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
The human transcriptome across tissues and individuals,"M Melé, PG Ferreira, F Reverter, DS DeLuca… - Science, 2015 - science.org","… years, only limited expression data sets have allowed analysis … We analyzed the GTEx pilot 
data freeze (6), which comprised … Here we use the GTEx data to investigate the patterns of …",https://www.science.org/doi/abs/10.1126/science.aaa0355,1187,11,"https://scholar.google.com/scholar?q=related:U9feHzckTSYJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Measuring beta diversity for presence–absence data,"P Koleff, KJ Gaston, JJ Lennon - Journal of Animal Ecology, 2003 - Wiley Online Library","… of beta diversity based on presence/absence data of which we are aware (the vast majority 
of explicit studies of beta diversity have focused on presence/absence data). These are then, …",https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-2656.2003.00710.x,1827,20,"https://scholar.google.com/scholar?q=related:mFOIr2_HSykJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Development of a common outcome data set for fall injury prevention trials: the Prevention of Falls Network Europe consensus,"SE Lamb, EC Jørstad‐Stein, K Hauer… - Journal of the …, 2005 - Wiley Online Library","… , the common data set proposed should be achievable in most contexts. The common data 
set is … Domains rejected from the outcome data set included cognitive status and depression. …",https://agsjournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1532-5415.2005.53455.x,1796,12,"https://scholar.google.com/scholar?q=related:3JY9gAxaJgEJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Projecting the transmission dynamics of SARS-CoV-2 through the postpandemic period,"SM Kissler, C Tedijanto, E Goldstein, YH Grad… - Science, 2020 - science.org","… We used data from the United States to model betacoronavirus transmission in temperate 
regions and to project the possible dynamics of SARS-CoV-2 infection through the year 2025. …",https://www.science.org/doi/abs/10.1126/science.abb5793,2755,17,"https://scholar.google.com/scholar?q=related:W2o0fyJr53cJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[HTML][HTML] Inferring the joint demographic history of multiple populations from multidimensional SNP frequency data,"RN Gutenkunst, RD Hernandez, SH Williamson… - PLoS …, 2009 - journals.plos.org","… to the real data is not atypical of fits to simulated data. (F) The improvement in real data fit 
upon … typical of the improvement in fits to simulated data without CHB-MXL migration. Thus we …",https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1000695,1613,21,"https://scholar.google.com/scholar?q=related:gDyMi1FFU7sJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"The Parkes multi-beam pulsar survey–I. Observing and data analysis systems, discovery and timing of 100 pulsars","RN Manchester, AG Lyne, F Camilo… - Monthly Notices of …, 2001 - academic.oup.com","… -mode data are normally output to DLTs and timing data to Exabytes. For survey observations, 
the data … specifying the data format and software to read and copy data tapes on request. …",https://academic.oup.com/mnras/article-abstract/328/1/17/989027,816,19,"https://scholar.google.com/scholar?q=related:AG4M9zbmLHIJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[HTML][HTML] Commentary: The Materials Project: A materials genome approach to accelerating materials innovation,"A Jain, SP Ong, G Hautier, W Chen, WD Richards… - APL …, 2013 - aip.scitation.org","… materials science with information technology (eg, web-based dissemination, databases, 
data-… when generating large data sets is validating the accuracy of the calculated data. A major …",https://aip.scitation.org/doi/10.1063%2F1.4812323,6708,27,"https://scholar.google.com/scholar?q=related:gN8HWIE2t6UJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Introduction to data mining,"PN Tan, M Steinbach, V Kumar - 2016 - books.google.com","… A number of data mining books appeared in the meantime, but were not completely satisfactory 
for our students—primarily graduate and undergraduate students in computer science, …",https://books.google.com/books?hl=en&lr=&id=vIqqDwAAQBAJ&oi=fnd&pg=PR1&dq=Data+Science&ots=rrRgzMr0gr&sig=E-CvJ71LCXTph-smQzTebJUanJA,16492,38,"https://scholar.google.com/scholar?q=related:NZTIS2_zkxkJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Statistical procedures and the justification of knowledge in psychological science.,"RL Rosnow, R Rosenthal - 1992 - psycnet.apa.org","… logical consequences of statistical data analysis to shore up … of science to a boat that must 
be reconstructed not in drydock but at sea, one plank at a time. The aspects of statistical data …",https://psycnet.apa.org/record/1992-97624-027,1344,11,"https://scholar.google.com/scholar?q=related:dGpSw5M5LKIJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"Patients' trust in physicians: many theories, few measures, and little data","SD Pearson, LH Raeke - Journal of general internal medicine, 2000 - Wiley Online Library","… The variation in how trust has been conceptualized and defined is partly due to the theoretical 
heterogeneity of the many academic disciplines, such as sociology and political science, …",https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1525-1497.2000.11002.x,850,16,"https://scholar.google.com/scholar?q=related:EJAPLUQUg_kJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Survey of clustering algorithms,"R Xu, D Wunsch - IEEE Transactions on neural networks, 2005 - ieeexplore.ieee.org","… We survey clustering algorithms for data sets appearing in statistics, computer science, and 
machine learning, and illustrate their applications in some benchmark data sets, the traveling …",https://ieeexplore.ieee.org/abstract/document/1427769/,7577,38,"https://scholar.google.com/scholar?q=related:DJUXHRgdy3IJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Information retrieval: data structures and algorithms,"WB Frakes, R Baeza-Yates - 1992 - dl.acm.org","… the field is now of interest to large communities in science and in the humanities. The need 
for a … chapter is devoted to PAT trees, a data structure used in searching the Oxford English …",https://dl.acm.org/doi/abs/10.5555/129687,3483,3,"https://scholar.google.com/scholar?q=related:bpb8-7hgpicJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[HTML][HTML] A randomized trial of intensive versus standard blood-pressure control,"SPRINT Research Group - New England Journal of Medicine, 2015 - Mass Medical Soc","… for the completeness and accuracy of the data and analysis. The coordinating center was 
responsible for analyzing the data. Scientists at the National Institutes of Health participated in …",https://www.nejm.org/doi/full/10.1056/nejmoa1511939,5514,10,"https://scholar.google.com/scholar?q=related:2zYNxs8Fi_MJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Tangled up in views: Beliefs in the nature of science and responses to socioscientific dilemmas,"DL Zeidler, KA Walker, WA Ackett… - Science …, 2002 - Wiley Online Library","… The NOS refers to one’s understanding about the social practices and organization of science 
and how scientists collect, interpret, and use data to guide further research (Ryder, Leach, …",https://onlinelibrary.wiley.com/doi/abs/10.1002/sce.10025,927,9,"https://scholar.google.com/scholar?q=related:9QFxYRYftk0J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
The voice of the customer,"A Griffin, JR Hauser - Marketing science, 1993 - pubsonline.informs.org","… on customer-sort data. In the stage which provides priorities we present new data in which 
… Our data demonstrate a self-selection bias in satisfaction measures that are used commonly …",https://pubsonline.informs.org/doi/abs/10.1287/mksc.12.1.1,3313,20,"https://scholar.google.com/scholar?q=related:yCk9EdaTfM8J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Data compression: methods and theory,JA Storer - 1987 - dl.acm.org,"… nontext data, such as image data, scientific and statistical databases, sound signals, and video 
tapes. Compression of these types of data … All researchers and designers working on data …",https://dl.acm.org/doi/abs/10.5555/42791,869,3,"https://scholar.google.com/scholar?q=related:2CVxWnnunE4J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
A review of citizen science and community-based environmental monitoring: issues and opportunities,"CC Conrad, KG Hilchey - Environmental monitoring and assessment, 2011 - Springer","… We reviewed the last 10 years of relevant citizen science literature for areas of consensus, 
diver… The focus of recent citizen science is not the traditional “scientists using citizens as data …",https://link.springer.com/article/10.1007/s10661-010-1582-5,1486,16,"https://scholar.google.com/scholar?q=related:QhLi-MCzSvoJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[HTML][HTML] phyloseq: an R package for reproducible interactive analysis and graphics of microbiome census data,"PJ McMurdie, S Holmes - PloS one, 2013 - journals.plos.org","… Here we refer to this as “phylogenetic sequencing” data if it … with the other aforementioned 
data types. Importantly, this … census data was obtained, reflecting the intended level of data …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0061217,11621,15,"https://scholar.google.com/scholar?q=related:22uU-ke98ZAJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Identification of three classes of cytosolic glutathione transferase common to several mammalian species: correlation between structural data and enzymatic properties …,"B Mannervik, P Alin, C Guthenberg… - … of Sciences, 1985 - National Acad Sciences","The major isoenzymes of cytosolic glutathione transferase (EC 2.5.1.18) from rat, mouse, 
and man are shown to share structural and catalytic properties that can be used for species-…",https://www.pnas.org/doi/abs/10.1073/pnas.82.21.7202,1433,13,"https://scholar.google.com/scholar?q=related:3NiitJBV1q8J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Event history modeling: A guide for social scientists,"JM Box-Steffensmeier, BS Jones - 2004 - books.google.com","… To illustrate what event history data look like in the context of a social science data set, 
consider Table 2.1. Here, we reproduce a portion of the International Military Intervention …",https://books.google.com/books?hl=en&lr=&id=UXSkMXyTsdYC&oi=fnd&pg=PR8&dq=Data+Science&ots=s-Ogqo1mhL&sig=mLEP6UO8aKpWOxcCuP5vifw0iAQ,2846,4,"https://scholar.google.com/scholar?q=related:F8DEXqK0MVoJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Voronoi diagrams—a survey of a fundamental geometric data structure,"F Aurenhammer - ACM Computing Surveys (CSUR), 1991 - dl.acm.org","… number of articles in natural science journals that address the … sciences, in mathemat its, 
and in computer science, it presents … in computer science, we briefly describe four situations …",https://dl.acm.org/doi/abs/10.1145/116873.116880,5826,22,"https://scholar.google.com/scholar?q=related:fPWDTjgenvgJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Development of measures to assess the extent to which an information technology application provides competitive advantage,"V Sethi, WR King - Management science, 1994 - pubsonline.informs.org","… of the construct, validating the latent-structure model on another data set, use of multiple 
informants for data collection, and exploring complex factor structures for the construct. …",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.40.12.1601,952,9,"https://scholar.google.com/scholar?q=related:lJRbsCfe56gJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"[BOOK][B] Big data: A revolution that will transform how we live, work, and think","V Mayer-Schönberger, K Cukier - 2013 - books.google.com","… A revolution on par with the Internet or perhaps even the printing press, big data will change 
… — most computer scientists. He sees the world as a series of big—data problems— ones …",https://books.google.com/books?hl=en&lr=&id=uy4lh-WEhhIC&oi=fnd&pg=PP1&dq=Data+Science&ots=Juk4bhKWGP&sig=jMHIzUt6HSo1w6bM6MAREzspwQA,8638,20,"https://scholar.google.com/scholar?q=related:3RzHYcckKogJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Time is of the essence: Event history models in political science,"JM Box-Steffensmeier, BS Jones - American Journal of Political Science, 1997 - JSTOR","… scientists may be answered with event history analysis, which studies the duration and timing 
of events. We discuss the statistical analysis of event history data-data … political science …",https://www.jstor.org/stable/2960496,915,6,"https://scholar.google.com/scholar?q=related:zpKhd6SjmOwJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[HTML][HTML] Inferring regulatory networks from expression data using tree-based methods,"VA Huynh-Thu, A Irrthum, L Wehenkel, P Geurts - PloS one, 2010 - journals.plos.org","… genomic data, in particular microarray gene expression data. … algorithms on benchmarks of 
simulated data. In this article, we … Silico Multifactorial challenge simulated data, we show that …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0012776,1445,23,"https://scholar.google.com/scholar?q=related:U30fsh6G0qIJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Organizations as adaptive systems in complex environments: The case of China,"M Boisot, J Child - Organization Science, 1999 - pubsonline.informs.org","… of data to categories, thus giving them form. Abstraction involves a reduction in the 
number of categories to which data … Information is diffused through populations of data-processing …",https://pubsonline.informs.org/doi/abs/10.1287/orsc.10.3.237,997,7,"https://scholar.google.com/scholar?q=related:sdXHAvc8qgUJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Uncovering disease-disease relationships through the incomplete interactome,"J Menche, A Sharma, M Kitsak, SD Ghiassian, M Vidal… - Science, 2015 - science.org","… relying only on high-throughput data from yeast two-hybrid … Comparing gene sets that include 
OMIM data and those that … can be reproduced in the unbiased data as well, indicating that …",https://www.science.org/doi/abs/10.1126/science.1257601,1235,19,"https://scholar.google.com/scholar?q=related:P_ggFxscFnEJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Citizen science: Can volunteers do real research?,"JP Cohn - BioScience, 2008 - academic.oup.com","… science is science 2.0,” Bonney says of how ecological studies are often done today. “We can 
employ citizens to gather data … staff with our citizen scientists so we can compare data and …",https://academic.oup.com/bioscience/article-abstract/58/3/192/230689,1294,13,"https://scholar.google.com/scholar?q=related:U-SqstuR--wJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
An improved approach for predicting the distribution of rare and endangered species from occurrence and pseudo‐absence data,"R Engler, A Guisan, L Rechsteiner - Journal of applied ecology, 2004 - Wiley Online Library","… with data stored in large biological data bases. Such data have often been recorded by 
volunteers, usually without recourse to any predefined sampling strategy. Scarcity of data is …",https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.0021-8901.2004.00881.x,1171,14,"https://scholar.google.com/scholar?q=related:Jsn20icY6RsJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
A framework for business analytics in performance management,"M Schläfke, R Silvi, K Möller - International Journal of Productivity and …, 2012 - emerald.com","… In this paper, we introduce performance management analytics (PMAs) as the extensive 
use of data and analytical methods to understand relevant business dynamics, to effectively …",https://www.emerald.com/insight/content/doi/10.1108/17410401311285327/full/html,203,11,"https://scholar.google.com/scholar?q=related:zYDhk1Q6f5AJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
